sample	Actinobacteria	Bacteroidetes	Cyanobacteria	Firmicutes	Fusobacteria	Proteobacteria	TM7	Tenericutes	Verrucomicrobia	Actinomyces	Rothia	Bifidobacterium	Atopobium	Collinsella	Eggerthella	Bacteroides	Parabacteroides	Prevotella	Rikenellaceae_un	S24-7	Barnesiellaceae_un	Odoribacter	Paraprevotella	Rummeliibacillus	Staphylococcus	Gemella	Enterococcus	Lactobacillus	Pediococcus	Lactococcus	Streptococcus	Turicibacter	Clostridiales_un	Christensenellaceae_un	Clostridiaceae_uc	Clostridiaceae_un	Clostridium	Lachnospiraceae_uc	Lachnospiraceae_un	Blautia	Coprococcus	Dorea	Epulopiscium	Lachnobacterium	Lachnospira	Roseburia	Ruminococcus	Peptostreptococcus	Ruminococcaceae_uc	Ruminococcaceae_un	Faecalibacterium	Oscillospira	Ruminococcus	Veillonellaceae_uc	Acidaminococcus	Dialister	Phascolarctobacterium	Veillonella	Mogibacterium	Erysipelotrichaceae_un	Coprobacillus	Eubacterium	Fusobacterium	Sutterella	Bilophila	Enterobacteriaceae_uc	Enterobacteriaceae_un	Klebsiella	Haemophilus	Vibrio	Akkermansia
31	0.000376769	0.110985521	0	0.886592389	0	0.001991496	5.38E-05	0	0	0.000107648	0	5.38E-05	0	5.38E-05	0.000107648	0.067818505	0.000107648	0.042682599	0.000215297	0	5.38E-05	0	0	0	0.000107648	5.38E-05	0.000592066	0.000322945	0.000107648	0	0.006243608	0	0.042413478	0	0.001291781	0.00678185	0.001560902	0.100220679	0.306044459	0.022390871	0.005974487	0.000915012	0	5.38E-05	0.068572044	0.075407718	0.006566554	0	0.012164271	0.102965714	0.053985683	0.006835675	0.019322891	5.38E-05	0	0.001130308	0	0.000430594	0	0	0.000107648	0	0	0	0	0.000161473	0.001237957	0	0.000484418	0	0
32	0.001813434	0.504062092	0	0.202814449	0	0.291019875	0	0	0.000290149	0	0	0.000580299	0	0.001233135	0	0.50246627	0.001015523	0.000435224	0	0	0	0	0	0.000145075	0	0	0.001813434	0.000435224	0	0	0.002321195	0.000145075	0.008196721	7.25E-05	0.000290149	0.000217612	0.000942986	0.020818221	0.018134339	0.002901494	0.012403888	0.000217612	0	0.00522269	0.004642391	0.009429856	0.001813434	0	0.005150152	0.062164515	0.021325983	0.001595822	0.004207167	0	0	0.000217612	0	0	0	0.000725374	0.000145075	7.25E-05	0	7.25E-05	0	0.011605977	0.26730016	0.005512839	0	0	0.000290149
33	0.002291374	0.106142361	0	0.236159361	0.000665238	0.654446005	0	7.39E-05	7.39E-05	0.000221746	0.000813068	0.000813068	0	0.000295661	0	0.10348141	0.002069628	0.000221746	0	0	0	0	0	0	0.000960899	7.39E-05	0.005469732	0.00251312	0	0.000147831	0.115529603	0.002069628	0.007391529	0.000295661	0.006356715	0.001921798	0.00251312	0.016630941	0.009682903	0.003178358	0.001700052	0.000295661	0.000443492	0.001847882	0.004213172	0.003252273	0.012417769	0	0.000369576	0.010865548	0.00251312	0.000591322	0.004065341	0.000147831	0	0	0	0.001108729	0	0.001626136	7.39E-05	7.39E-05	7.39E-05	0.000221746	0	0.008722005	0.631088772	0.008204598	0.000665238	7.39E-05	7.39E-05
34	0.0249501	0.231251782	0	0.719988594	0	0.011120616	0	0.0106929	0.001996008	0	0.000142572	0.024094668	0	0	0.000142572	0.075848303	0.154975763	0.000142572	0	0	0	0	0	0	0.000142572	0	0	0.000285144	0	0	0.001140576	0.00142572	0.026090676	0.004419732	0.000570288	0.003136584	0.00142572	0.094952951	0.143284859	0.029512404	0.007271172	0.003421728	0	0.001283148	0.006130596	0.033361848	0.008696892	0	0.0178215	0.162959795	0.000142572	0.010978044	0.123182207	0	0	0	0	0	0.000427716	0.003421728	0	0.00142572	0	0.006273168	0.00071286	0	0.002994012	0	0	0.000142572	0.001996008
35.1	0.020650585	0.043585526	0	0.80628655	0	0.126553363	0	0.00255848	0.000365497	0.000365497	0.002101608	0.016721491	0	9.14E-05	0.000456871	0.01434576	0.028965643	0.000182749	0	0	0	0	0	0.000274123	0.000365497	0.000548246	0.003106725	0.002192982	0	0	0.023391813	0.293494152	0.013157895	0.001553363	0.002649854	0.021747076	0.035270468	0.048336988	0.047880117	0.030884503	0.00127924	0.001461988	0.000182749	0.000548246	0.037554825	0.008680556	0.067616959	0	0.003106725	0.04751462	0.00063962	0.004660088	0.034356725	0.000456871	0	0	9.14E-05	0.003015351	0.000182749	0.012152778	0.000182749	0.000548246	0	0.005482456	0.00063962	0.003198099	0.115771199	0	0.000548246	0	0.000365497
35.3	0.014456051	0.002110372	0	0.810277514	0	0.172839506	0	0	0	0.000105519	0.002004854	0.011712567	0	0	0	0.001266223	0.00073863	0	0.000105519	0	0	0	0	0.00073863	0	0.000211037	0.006753192	0.003271077	0	0	0.035137702	0.410784003	0.004537301	0	0.003165559	0.024163765	0.0521262	0.038725335	0.004220745	0.02912314	0.000105519	0.000422074	0.000211037	0	0.04674475	0.000316556	0.076923077	0	0	0.00073863	0.000422074	0.000105519	0.000949668	0.000316556	0	0	0	0.00306004	0	0.014772607	0	0	0	0.005064894	0	0.007175266	0.160071753	0.000211037	0.000211037	0	0
36.1	0.006792819	0.290486321	0	0.65345426	0.00093308	0.045422312	0	0.00175419	0.001157019	0.000373232	0	0.003209794	3.73E-05	0.000634494	0.000485201	0.205053559	0.037733736	0.000634494	0.032284552	0.00070914	0.003956257	0.000485201	0.004329489	0.000186616	0	0.00011197	0.002537976	0.007427313	0.001007726	0.000149293	0.005897063	0.00153025	0.019743963	0.000186616	0.002202068	0.02052775	0.004254843	0.085955287	0.111857575	0.081028627	0.006382264	0.001866159	0.000373232	0.033404247	0.005075953	0.006942112	0.146194902	0	0.004740044	0.032657784	0.010375844	0.010450491	0.002799239	0.001828836	3.73E-05	0.000858433	0	0.000895756	0.001082372	0.002649946	0	0.001231665	0.00093308	0.002911208	0.000373232	0.000970403	0.036987273	0	0.000261262	0	0.001157019
36.3	0.016668425	0.370503218	0	0.588880684	0	0.023736681	0	0	0	0.000421985	0.000527482	0.003586876	0	0.008967191	0.003164891	0.363329465	0.005380314	0.000316489	0.000421985	0.000527482	0.000316489	0	0	0.000105496	0.000316489	0	0.000210993	0.007173753	0	0	0.026690579	0.012659563	0.03101593	0.000210993	0.00116046	0.039455639	0.002742905	0.05971094	0.065196751	0.046629391	0.005907796	0.004008862	0	0.001265956	0.016351936	0.115518515	0.016668425	0	0.002742905	0.043569997	0.027429054	0.009178183	0.006224285	0.000210993	0	0.000316489	0	0.001476949	0	0.009811162	0.00232092	0.001265956	0	0.01592995	0	0	0.001054964	0	0.006540774	0	0
37	0.005269046	0.687321809	0	0.275253528	0	0.032119528	0	0	0	3.61E-05	3.61E-05	0.00505251	0	0	0.000108268	0.589519651	0.091269984	0.000360894	0.001082681	0	0.002778881	0	0	0	0.000108268	0.000108268	0	0.000360894	3.61E-05	0	0.019524342	0	0.012089935	0	7.22E-05	0.000180447	0.000505251	0.041322314	0.042910246	0.007073514	0.008553178	0.005738208	0	0	0.000144357	0.018874734	0.013172615	0	0.002345808	0.065538273	0.000757877	0.008517088	0.0016962	3.61E-05	0	7.22E-05	0	0.000288715	0	0.008914071	7.22E-05	0.000144357	0	0.023205457	0.000866145	7.22E-05	0.00786748	0	3.61E-05	0	0
38.3	0.008274162	0.672789156	0	0.275512	0.000176046	0.043131272	5.87E-05	0	0	0.000117364	0.000234728	0.007804706	5.87E-05	0	5.87E-05	0.589343348	0.076580013	0.000469456	0.00176046	0	0.002112552	0	0	5.87E-05	5.87E-05	0.000410774	0.001232322	0.001936506	0.001584414	0	0.024294349	0	0.011677718	0	0.000528138	5.87E-05	0.001408368	0.032979285	0.035796021	0.00557479	0.006983158	0.00498797	0	0	0.000176046	0.013907635	0.01202981	0	0.002288598	0.079162021	0.000528138	0.009506484	0.00146705	5.87E-05	0	0.000176046	5.87E-05	0.00088023	0	0.007100522	5.87E-05	0.000234728	0.000117364	0.019189015	0.002582008	0.00029341	0.019599789	0	0.001056276	0	0
39.1	0.029712776	0.004621987	6.60E-05	0.56467481	0.006272697	0.394519643	6.60E-05	0	0	0.012875536	0.014988445	0	0.001584681	6.60E-05	6.60E-05	0.00330142	0.00039617	0.000792341	6.60E-05	6.60E-05	0	0	0	0.000858369	0	0.012875536	0.062132717	0.055265764	0.069792011	0.001320568	0.139187851	0.000132057	0.000726312	6.60E-05	0.008055464	0.004357874	0.039749092	0.001056454	0.001188511	6.60E-05	0	0	0	0	0.000132057	0.000330142	0.000330142	0	6.60E-05	0.001254539	0.000462199	0	0.00039617	0.000858369	6.60E-05	0	0.000594256	0.035787389	0	0.000132057	0	0	0.00409376	0.000132057	6.60E-05	0.007197095	0.319841532	0.001122483	0.050973919	0.000132057	0
39.3	0.153094463	0.005211726	0	0.71465798	0.017010496	0.108288093	0.001737242	0	0	0.099674267	0.041983351	0.000506696	0.010495838	0	0	0.003474484	0.000723851	0.000723851	7.24E-05	7.24E-05	0.00014477	0	0	0.000506696	0	0.006007962	0.031849439	0.062902642	0.01621426	0.005501267	0.243503438	0.000434311	0.000723851	0	0.001302932	0.002243938	0.010061527	0.004053565	0.005718422	0.000506696	0	0	0	7.24E-05	7.24E-05	0.000506696	0.00014477	0	0.00014477	0.003619254	0.000579081	0.000361925	0.00028954	0.013536012	0.00028954	0.00014477	0.008903366	0.155627941	0	0.00014477	7.24E-05	7.24E-05	0.001158161	0.000217155	0	0.002099168	0.087224032	7.24E-05	0.011074919	0.00014477	0
40.1	0.002274882	0.001516588	0	0.946350711	6.32E-05	0.049794629	0	0	0	0	0.001706161	0.000315956	6.32E-05	6.32E-05	0	0.001200632	0.000189573	6.32E-05	0	0	6.32E-05	0	0	0	0	0	0.000821485	0.233680885	0	0.031974724	0.382496051	0.000379147	0.001706161	0	0.003601896	0.147551343	0.006887836	0.001579779	0.00107425	0.000252765	0	6.32E-05	0	0	0	6.32E-05	0.002022117	0	0	0.000758294	0.000126382	0	6.32E-05	6.32E-05	0	0	0	0.001137441	0	0.002843602	0	0	0	0	0	0.001453397	0.041579779	0.000126382	0	0.001137441	0
40.3	0.000449317	0.001437815	0	0.98337527	0	0.014647735	0	0	0	0	0.000449317	0	0	0	0	0.001258088	8.99E-05	8.99E-05	0	0	0	0	0	8.99E-05	8.99E-05	0	8.99E-05	0.136412653	8.99E-05	0.013479511	0.136322789	8.99E-05	0.004583034	0	0.004852624	0.460370237	0.013659238	0.001887132	0.000179727	0.00026959	8.99E-05	8.99E-05	0	0	0	8.99E-05	0.00026959	0	8.99E-05	0.000629044	0	8.99E-05	8.99E-05	0	0	0	0	0.000179727	0	0.000179727	0	0	0	0	0	0.000898634	0.009166068	0	0	0.002246585	0
65.2	0.004544213	0.080820689	0	0.173284706	3.90E-05	0.737586301	0	0.001482233	0.002047822	1.95E-05	0	7.80E-05	0	0.003237508	0.000975153	0.038108983	0.001365214	0.033740297	0.001267699	0	0	0.000136521	0	0.000429067	0	1.95E-05	0	0	0	3.90E-05	0.003842103	0	0.016207045	0.000760619	0.000117018	0.00044857	0.000331552	0.020049148	0.017669774	0.013788665	0.006904084	0.001735773	1.95E-05	0.000897141	0.000741116	0.0019113	0.001033662	0	0.004622226	0.056695401	0.001287202	0.004680735	0.008951905	5.85E-05	0	0.002340367	1.95E-05	7.80E-05	0.000370558	0.000409564	1.95E-05	0.000136521	3.90E-05	0	0.00025354	0.006826072	0.719389944	0.001170184	7.80E-05	0	0.002047822
65.4	0.060497512	0.046458616	9.05E-05	0.467046585	7.24E-05	0.422813207	0	0.000560832	0.001013116	0.001393035	0.040036183	0.014853008	0.000180914	0.001935776	0.000470375	0.022107644	0.00066938	0.019502488	0.000886477	0	1.81E-05	7.24E-05	0	0.000199005	3.62E-05	0.004721845	0.012464948	0.008991407	0	3.62E-05	0.038426052	0	0.011632745	0.000416101	0.001302578	0.091270918	0.00531886	0.011976481	0.010583446	0.008177295	0.003962008	0.000832203	1.81E-05	0.000615106	0.000542741	0.000886477	0.000651289	0	0.002279512	0.031659882	0.000868385	0.002514699	0.005282678	0.001935776	3.62E-05	0.001338761	0.001772953	0.025744007	0.000307553	0.000452284	1.81E-05	0.000180914	5.43E-05	0	0.000235188	0.003672546	0.396616915	0.000488467	0.01009498	0.00039801	0.001013116
43.1	0.000743218	0.544918246	0.000696767	0.445234114	4.65E-05	0.008314753	0	0	4.65E-05	0.000139353	4.65E-05	9.29E-05	4.65E-05	9.29E-05	0.000278707	0.517558528	0.021274619	9.29E-05	0.002972873	0	4.65E-05	0	0	0	4.65E-05	0	4.65E-05	0.00041806	0	0	0.030982906	9.29E-05	0.027499071	0	4.65E-05	0.000371609	0.00041806	0.092855816	0.076319212	0.009522482	0.003112226	0.007060572	0.000325158	4.65E-05	0.01309922	0.003948346	0.112783352	0	0.009197324	0.012448904	0.002369008	0.009104422	0.003716091	0.000139353	0	0.000185805	0	0.000325158	0	0.001347083	0	0.000371609	4.65E-05	0.005156076	0	0	0.000603865	0	0.00246191	0	4.65E-05
43.3	0.001392111	0.503634957	0.00154679	0.473627224	0	0.019798917	0	0	0	0.000154679	0	0.000309358	0	0.000154679	0.000618716	0.462799691	0.03232792	0.000309358	0.006187162	0	0	0	0	0	0.000154679	0	0.000154679	0.000154679	0	0	0.042227378	0	0.034338747	0	0.000618716	0.000154679	0.000618716	0.066821346	0.110904872	0.01129157	0.000773395	0.004021655	0.000154679	0	0.015313225	0.004021655	0.107811292	0	0.015158546	0.019644238	0.001392111	0.019489559	0.007888631	0	0	0.000464037	0	0.000773395	0.000154679	0.001701469	0.000154679	0.000928074	0	0.012064965	0	0	0.000464037	0	0.007115236	0	0
44.1	0.016935264	0.405763453	0.000136575	0.307361377	0.003960666	0.263657471	6.83E-05	0	0.002116908	0.002526632	0.002731494	0.002390057	0.000546299	0.008604207	0	0.401939361	0.000136575	0.003550942	6.83E-05	0	0	0	0	0.000136575	0	0.003072931	0.007238459	0.028748976	0.001229172	0	0.030046435	0.014750068	0.013520896	0	0.001775471	0.000546299	0.004916689	0.018164436	0.049644906	0.009969954	0.002731494	0.002458345	0.000409724	6.83E-05	0	0.005804425	0.026973505	0.000546299	0.000546299	0.009150505	0.000341437	0.008467632	0.007921333	0.000887736	0	0.000341437	0.000204862	0.012086862	0.000136575	0.009082218	0.000273149	0.00334608	0.003755804	0	0	0.002390057	0.254575253	0.000887736	0.003482655	0	0.002116908
44.3	0.017939768	0.385989122	0	0.341342641	0.004058771	0.246205049	0	0	0.004464648	0.003084666	0.002759964	0.00194821	0.000487053	0.009497524	0	0.383229158	8.12E-05	0.002678789	0	0	0	0	0	0.000162351	0	0.004302297	0.008036367	0.033444273	0.001298807	8.12E-05	0.035879536	0.02021268	0.01542333	0	0.002191736	0.000811754	0.006169332	0.017777417	0.056416917	0.009659875	0.002354087	0.002354087	8.12E-05	8.12E-05	0.000162351	0.006088157	0.027518467	0.000405877	0.000324702	0.008848121	8.12E-05	0.010390454	0.008848121	0.001217631	0	0	0	0.011770436	0.000243526	0.010552805	0.000405877	0.003977596	0.003815245	0.000162351	0	0.002597613	0.236463999	0.000974105	0.004221122	0	0.004464648
75.1	0.000589599	0.010927243	0	0.968908455	0	0.019574702	0	0	0	0	0.00011792	0.000393066	0	7.86E-05	0	0.000589599	3.93E-05	0	0.000314453	0	0	0	0	0	0	0	0.000510986	3.93E-05	0.000196533	0	0.004402343	3.93E-05	0.008057859	0	0.000393066	0.001611572	0.016744625	0.104201879	0.110687473	0.046932117	0.01155615	0.000864746	0.005778075	0.00011792	0.002201171	0.001572265	0.628709563	0	0.000393066	0.004048583	0.000510986	0.005935301	0.004520263	0	0	0	0	0	3.93E-05	0.000982666	3.93E-05	0.00047168	0	0	0	0.00035376	0.017294918	3.93E-05	0.000589599	0.000314453	0
75.3	0.001561902	0.004366951	0	0.978707127	0	0.015332143	0	3.19E-05	0	9.56E-05	3.19E-05	0.001402525	0	0	0	0.000541884	0	3.19E-05	0.000223129	0	6.38E-05	0	3.19E-05	0	0	0	0.00057376	9.56E-05	0.000350631	3.19E-05	0.004972587	6.38E-05	0.005960729	0	0.00028688	0.00114752	0.015236517	0.073218156	0.065631774	0.016160908	0.002932551	0.000510009	0.005769476	0.000255004	0.00114752	0.001115645	0.764694632	0	6.38E-05	0.002071911	0.000191253	0.004781334	0.002486294	0	6.38E-05	0	3.19E-05	0	0	0.002231289	6.38E-05	0.000956267	0	6.38E-05	0	0.000350631	0.01313273	0	0.00086064	6.38E-05	0
46.1	0.000536391	0.243923698	0	0.688155822	6.70E-05	0.065372624	0	0	0.001944417	0.000368769	0.000100573	0	0	3.35E-05	0	0.243689027	6.70E-05	3.35E-05	0.000100573	0	0	0	0	6.70E-05	6.70E-05	0	0.001575648	0.188105535	0	6.70E-05	0.003922357	0.00318482	0.021723826	0	0.000234671	0.000234671	0.000569915	0.061182071	0.099601059	0.037245633	0.00583325	0.007107178	0.000905159	3.35E-05	6.70E-05	0.01773442	0.153608904	0	0.000435817	0.021556204	6.70E-05	0.010560193	0.015488283	0.00030172	0	0	0	0.000771062	0	0.002279661	0.000536391	0.003955882	6.70E-05	0	0	0.000469342	0.059438801	0.000100573	0.003620638	0	0.001944417
46.3	0.000397693	0.398608073	0	0.56337244	3.98E-05	0.036548021	0	0	0.001034003	0.000318155	0	3.98E-05	0	0	0	0.398488765	0	7.95E-05	3.98E-05	0	0	0	0	7.95E-05	3.98E-05	0	0.001988467	0.199562537	3.98E-05	3.98E-05	0.002624776	0.000357924	0.025134222	0	0.000318155	0.000159077	0.000795387	0.031974548	0.072022271	0.02461722	0.003937164	0.004334858	0.00059654	0	7.95E-05	0.016106582	0.103400278	0	0.000198847	0.022071983	3.98E-05	0.008470869	0.014714655	3.98E-05	0	0	0	0.001630543	0	0.003300855	0.000874925	0.004056472	3.98E-05	3.98E-05	0	0.000198847	0.035673096	0.000119308	0.000198847	0	0.001034003
47.1	0.159827703	0.42394015	0	0.342836092	0	0.073339379	0	0	5.67E-05	5.67E-05	0	0.090625708	0	0.069088642	0	0.407844026	0.009351621	0.000453412	0.00226706	0	0.002720472	0.000170029	0	0	0	0	0	0.0009635	0.000170029	5.67E-05	0.002210383	5.67E-05	0.008331444	0	0.000226706	0.001416912	0.000510088	0.049308547	0.105815008	0.015926094	0.008841533	0.000906824	0	5.67E-05	0.00872818	0.010201768	0.012695534	0	0.004704149	0.032759012	0.046361369	0.001870324	0	0.000226706	0.000113353	5.67E-05	5.67E-05	0.004534119	0	0	0	0.001076853	0	0.023804126	0	0.000226706	0.048968488	0	5.67E-05	0	5.67E-05
47.3	0.017439105	0.470002843	0	0.373139987	0.000853	0.123969292	9.48E-05	0	0.014406217	0.001137333	0.010709885	0.004170221	0.000189555	0.000284333	0	0.097621079	0.002748555	0.344137996	0.004075443	0.002843332	0.001326888	0.000853	0.000853	9.48E-05	0	0	0.000947777	0.014500995	0.001611222	0.000947777	0.044355985	9.48E-05	0.005402332	0	0.000758222	0.003222443	0.018671216	0.013079329	0.077622974	0.012700218	0.001611222	0	0.002274666	0	0.003222443	0.001895555	0.060657758	0	0.001137333	0.029096768	0.029096768	0.003980665	0.001042555	0.000284333	9.48E-05	0.000189555	0.017059994	0.013268884	0	0.003696332	0	0.001137333	0.000758222	0.005591887	0	0.001042555	0.102739077	0.000189555	0.012036774	0	0.014406217
48.1	0.11047384	0.193637667	0	0.610023675	0	0.08576478	0	0	0.000100037	6.67E-05	6.67E-05	0.078395412	3.33E-05	0.031911701	0	0.184701057	0.004701724	0.000100037	0.001133749	3.33E-05	0.002167461	0.000233419	0	0.000233419	0	0	0.000166728	0.001100403	0	0	0.003501284	0.033979126	0.024042149	0	0.009370102	0.084130848	0.061122412	0.039747908	0.045916836	0.007936243	0.00533529	0.00030011	3.33E-05	0	0.002867718	0.002300844	0.004301577	0	0.00210077	0.026476375	0.02771016	0.000533529	0.000166728	0.000566875	3.33E-05	0	0.000100037	0.004835106	0	0.001667278	3.33E-05	0.000700257	0	0.018039948	0	0.001733969	0.061622595	0.000100037	0.002000734	0.000233419	0.000100037
48.3	0.082598965	0.097636033	0	0.763883061	0.000699399	0.055182543	0	0	0	6.99E-05	0	0.056931039	0	0.025528046	0	0.090222409	0.00475591	0.000349699	0.000769338	0	0.001468737	0	0	6.99E-05	0	0	0.000279759	0.001608617	6.99E-05	0	0.007343684	0.068401175	0.009022241	0	0.007903203	0.132605959	0.099664289	0.037138061	0.030983354	0.004336271	0.000769338	0.00013988	0	0	0.002308015	0.002587775	0.002797594	0	0.000559519	0.012029654	0.020002798	0.000279759	0.00013988	0.00020982	0	0	6.99E-05	0.006294587	0	0.001748496	0	0.000699399	0.000699399	0.011749895	0	0.000839278	0.036158903	6.99E-05	0.005105609	0.00013988	0
49.1	0.010949966	0.042669337	0	0.904680384	0.01398624	0.02758487	0.000129203	0	0	0.006330954	0.003359282	0.000613715	0.000323008	0.000193805	9.69E-05	0.019541975	0.021157014	0.001744242	3.23E-05	0	3.23E-05	0	0	6.46E-05	0	0.000549113	0.065732097	0.006815466	0.046674634	0.000355309	0.011466779	0.000161504	0.00041991	0	0.050518428	0.00578184	0.613004296	0.008430505	0.012112794	0.000161504	0.000129203	0	0	3.23E-05	0	0.000226105	0.00041991	0	3.23E-05	0.000904422	0.000323008	6.46E-05	9.69E-05	6.46E-05	0	0	3.23E-05	0.015019865	0	3.23E-05	0	3.23E-05	0.012791111	0.000193805	0	3.23E-05	0.000646016	0	0.025000808	0.000258406	0
49.3	0.005921003	0.00374747	2.50E-05	0.986833887	0.000774477	0.002273465	0.000124916	0	0	0.003047943	0.00254828	0.000199865	9.99E-05	0	0	0.002748145	0.000774477	0.000199865	0	0	0	0	0	5.00E-05	0	0.000374747	0.068079047	0.006870363	0.0401479	0.000324781	0.008069553	5.00E-05	0.000224848	0	0.046443651	0.016613786	0.704624379	0.002823094	0.001848752	7.49E-05	9.99E-05	0	2.50E-05	0	2.50E-05	5.00E-05	0.000224848	0	2.50E-05	0.000574612	0.000174882	5.00E-05	2.50E-05	0.000124916	2.50E-05	0	0.000299798	0.006145852	0	0	0	0	0.00047468	9.99E-05	0	7.49E-05	0.000224848	0	0.001174207	0.000249831	0
50.3	0.000150871	0.867173592	0	0.088048037	0.003288977	0.041338523	0	0	0	0	0	0.000120696	0	0	0	0.867022721	6.03E-05	6.03E-05	0	0	0	0	0	0	0	0	0	9.05E-05	0	0	0.000965571	6.03E-05	0.000754353	0	0.000150871	0.009836758	0.002323406	0.005280468	0.02425998	0.000120696	0.000724179	0.003319152	0.000150871	0	0	3.02E-05	0.010892852	3.02E-05	0	0.000422437	6.03E-05	0	0	0	0	0.000331915	0	0.000150871	0	3.02E-05	0	0	0.003288977	0	0	0.000271567	0.039437555	0.000150871	0	0	0
51.3	0.016951656	0.590464232	0	0.383498911	7.39E-05	0.009011338	0	0	0	0.000258522	0	0.000184659	0.000627839	0	0.001809654	0.523211582	0.035048196	0	0.027846512	3.69E-05	0	0	0	0	0.000295454	3.69E-05	7.39E-05	0.000147727	0	0	0.053440189	3.69E-05	0.020016989	0	0.00022159	0.000886361	0.000406249	0.033607859	0.080363408	0.01680393	0.013812461	0.001218747	0	0.00022159	0.00258522	0.005982938	0.003508513	0	0.003914762	0.080363408	0.020423237	0.001883517	0.005133508	0	0	0.000553976	0	3.69E-05	0.001920449	0.008346567	0	0.000184659	7.39E-05	0	0	3.69E-05	0.008605089	0	3.69E-05	0	0
52.3	0.004089794	0.203035536	0	0.585749341	0.001090612	0.206034718	0	0	0	0	0.000181769	9.09E-05	0.000272653	0	0.000363537	0.183313642	0.010451695	0	0.008724893	0	0	0	0	9.09E-05	0.000181769	9.09E-05	0.005998364	0.00908843	0	0	0.464418795	9.09E-05	0.005180405	0	0.000908843	0.004725984	0.000727074	0.00717986	0.023357266	0.002817413	0.001090612	0.001454149	9.09E-05	0	0.000727074	0.001545033	0.003544488	0	0.000545306	0.016631828	0.005089521	0.000908843	0.001635917	9.09E-05	0	0.000181769	9.09E-05	0.001090612	0.000454422	0.002272108	0	0	0.001090612	9.09E-05	0	0.000727074	0.193856221	0.002181223	0	0	0
86.3	0.000257202	0.000835905	0	0.990869342	0	0.008037551	0	0	0	0	0	0.000128601	0	0.000128601	0	0.000385802	6.43E-05	6.43E-05	0.000192901	0	0	0	0.000128601	0	0	0	0.000128601	0.000321502	0.000128601	0	0.001028807	0.001800412	0.011831276	0	0.000450103	0.006622942	0.002314815	0.075617284	0.105774177	0.012988683	0.000964506	0.002829218	0.000192901	0.000192901	0.068479938	0.087705761	0.054333848	0	0.032407407	0.285300926	0.190072016	0.003665123	0.016332305	0	0	0	0	0.000321502	0	0.005594136	0.000257202	0.000514403	0	0	0	0.000192901	0.007265947	0	0.000192901	0	0
91.3	0.002758621	0.091586207	0	0.875862069	0	0.029724138	0	6.90E-05	0	0.000206897	0	0.000551724	0	0.001655172	0	0.064965517	0.001034483	0	0.009517241	6.90E-05	0.005310345	0	0.01	0	0	0	0.00062069	0.003793103	0.000689655	6.90E-05	0.007103448	0.001172414	0.018137931	6.90E-05	6.90E-05	0.001034483	0.000206897	0.092206897	0.187034483	0.022758621	0.005862069	0.003586207	0.000275862	0	0.039862069	0.122137931	0.073172414	0	0.010896552	0.135034483	0.078551724	0.012965517	0.034758621	6.90E-05	0	0.00062069	0	0.001448276	6.90E-05	0.003310345	0.000206897	0.000413793	0	0.001724138	0.000206897	0.000275862	0.021310345	0	0.000689655	0	0
54.3	0.006030584	0.567736377	0.000107689	0.404264484	0	0.017553306	0	0	0.004092182	0	0.000107689	0.001615335	0	0.003446048	0.000107689	0.432479001	0.021753177	0.059552014	0.045121689	0.000107689	0.005707517	0.001938402	0	0	0	0	0.000107689	0.000646134	0	0	0.003122981	0.000107689	0.026491493	0.000107689	0.000323067	0.000107689	0.000430756	0.064505708	0.063536507	0.009045876	0.014430325	0.004522938	0	0.000107689	0.0117381	0.0342451	0.002261469	0	0.006138273	0.069244023	0.011953478	0.004846005	0.044044799	0.000323067	0	0	0.012276545	0.000215378	0	0.002046091	0	0.000107689	0	0.011630411	0.000753823	0	0.000861512	0	0.000107689	0	0.004092182
55.1	0.083765457	0.014599122	0	0.538891105	0.003589948	0.358994815	7.98E-05	0	0	0.002153969	0.076027124	0.001116873	0.001116873	0	0	0.001276426	0.000159553	0.01252493	0	0.000319107	0	0	7.98E-05	0	0.004946151	0.010291185	0.031990427	0.227363383	0.00023933	0	0.210370961	0.000159553	0.00047866	7.98E-05	0.000159553	0.00023933	0.001994416	0.000877543	0.002792182	0.000319107	7.98E-05	0	0	0.000159553	7.98E-05	0.00023933	0.00047866	0	0.00023933	0.003350618	0.001196649	0	0.00023933	0.00095732	0	7.98E-05	0.00023933	0.008057439	7.98E-05	0.000638213	0	7.98E-05	0.003191065	0	7.98E-05	0.003270842	0.341922617	0.004387714	0.000159553	0	0
55.3	0.062928539	0.003390218	0.015541673	0.149626695	0.000342831	0.767827213	0.000152369	0	7.62E-05	0.029216822	0.028454975	0.000152369	0.004037788	0	0	0.002666464	7.62E-05	3.81E-05	0.000342831	0.000152369	3.81E-05	7.62E-05	0	7.62E-05	0.000114277	0.003123572	0.002780741	0.00293311	0	7.62E-05	0.048872467	0.005142465	0.000419016	0	0.005751943	0.022893494	0.001333232	0.001028493	0.001371324	7.62E-05	0	3.81E-05	0	0	3.81E-05	3.81E-05	0.000152369	0.000114277	0	0.000342831	7.62E-05	0	0	0.000990401	0	0	0.000152369	0.009256438	0.000342831	0.000152369	0	0	0.000342831	0.000266646	0	0.012570471	0.678234039	0.002742648	0.055652903	0.000761847	7.62E-05
